request_id,submitted_by,agent_id,request_type,submitted_date,resolved_date,status,priority,region,resolution_notes
REQ004901,Andrew Pierce,AGT00741,Data Discrepancy,2024-02-05,2024-02-18,Resolved,High,Ontario,Veritatis quam ipsum deleniti odit aliquam fuga dolorum necessitatibus.
REQ004902,Shannon Hancock,AGT02691,Ad-hoc Analysis,2025-01-25,,Open,Critical,Ontario,
REQ004903,Andre Daniels,AGT05357,Report Request,2023-09-29,,Escalated,High,British Columbia,
REQ004904,Anthony Harris,AGT07276,KPI Clarification,2022-11-11,,Open,High,British Columbia,
REQ004905,Matthew Stewart,AGT04713,Dashboard Update,2025-04-19,,Open,Low,Alberta,
REQ004906,Kevin Moreno,AGT01248,Dashboard Update,2024-03-22,,In Progress,High,Saskatchewan,
REQ004907,Michael Rocha,AGT07200,Data Discrepancy,2025-06-22,,Open,Low,British Columbia,
REQ004908,Mark Miller,AGT01136,Access Issue,2021-04-30,2021-05-28,Resolved,High,British Columbia,In dignissimos odit esse porro.
REQ004909,Billy Ballard,AGT03202,Dashboard Update,2024-07-15,,In Progress,Critical,Saskatchewan,
REQ004910,Maria Velez,AGT08300,Ad-hoc Analysis,2022-12-25,,In Progress,Critical,Quebec,
REQ004911,Sharon Vasquez,AGT02438,Report Request,2023-11-27,,Open,Medium,Saskatchewan,
REQ004912,Joseph Willis Jr.,AGT07002,Report Request,2025-06-20,,Open,Low,Alberta,
REQ004913,Natalie Garrett,AGT06229,Access Issue,2023-08-09,,Escalated,Critical,Quebec,
REQ004914,Brett Alexander,AGT01697,Ad-hoc Analysis,2022-02-11,,Escalated,Medium,Alberta,
REQ004915,Joseph Shaw,AGT03150,Dashboard Update,2023-09-18,,Escalated,High,Quebec,
REQ004916,Kristen Dudley,AGT02312,Data Discrepancy,2022-12-14,,Open,Critical,Manitoba,
REQ004917,Donald Nelson,AGT09949,Ad-hoc Analysis,2022-12-28,,Open,Medium,Ontario,
REQ004918,Lauren Pineda,AGT00994,Ad-hoc Analysis,2022-05-16,,Escalated,Critical,British Columbia,
REQ004919,Terri Smith,AGT00369,Dashboard Update,2023-01-22,,Escalated,Low,British Columbia,
REQ004920,Heather Brown,AGT01453,KPI Clarification,2022-05-21,,Escalated,High,Quebec,
REQ004921,Robert Cervantes,AGT05067,Report Request,2022-01-18,,In Progress,High,British Columbia,
REQ004922,Valerie Wright,AGT07928,KPI Clarification,2025-12-02,,Escalated,Low,Quebec,
REQ004923,Maria Franco,AGT02623,KPI Clarification,2024-03-05,,In Progress,High,British Columbia,
REQ004924,Gregory Baker,AGT09148,Report Request,2022-06-28,,Escalated,High,Manitoba,
REQ004925,Donald Davis,AGT04239,Report Request,2025-09-13,2025-10-10,Resolved,High,British Columbia,Corrupti velit magnam corporis neque deserunt.
REQ004926,Catherine Pennington,AGT01884,KPI Clarification,2023-08-18,2023-09-15,Resolved,High,Quebec,Aut officia nam tenetur laudantium rerum dolorum atque repellendus necessitatibus.
REQ004927,Katie Williams,AGT05321,KPI Clarification,2025-01-09,,In Progress,Medium,Ontario,
REQ004928,Steven Garcia,AGT02841,KPI Clarification,2022-01-23,,In Progress,Low,Alberta,
REQ004929,Carla Hawkins,AGT04834,Ad-hoc Analysis,2022-08-09,,In Progress,High,Manitoba,
REQ004930,Erica Reeves,AGT06433,Ad-hoc Analysis,2023-12-04,,Open,Critical,Manitoba,
REQ004931,Nicole Matthews,AGT09270,Dashboard Update,2021-02-28,,In Progress,High,Ontario,
REQ004932,Amy Carrillo,AGT05553,Report Request,2025-06-28,,In Progress,High,Alberta,
REQ004933,Timothy Andrews,AGT06588,Dashboard Update,2024-09-29,,In Progress,Medium,British Columbia,
REQ004934,Thomas Weaver,AGT02151,Report Request,2022-04-07,2022-05-03,Resolved,Low,Manitoba,Voluptas iure ex suscipit sequi numquam libero nemo facilis incidunt.
REQ004935,Dylan Ellis,AGT05361,Data Discrepancy,2025-05-28,2025-06-05,Resolved,Medium,Quebec,Iusto ad at asperiores eligendi.
REQ004936,Brian Miller,AGT08316,Access Issue,2025-10-27,,In Progress,Low,Ontario,
REQ004937,Katherine Parsons,AGT01843,Dashboard Update,2025-05-11,,Open,Low,Saskatchewan,
REQ004938,Stephen Alexander,AGT04143,Access Issue,2022-10-30,,In Progress,High,Quebec,
REQ004939,Lisa Williams,AGT09082,KPI Clarification,2024-12-09,2024-12-14,Resolved,Medium,Alberta,Ab eum sit quasi earum distinctio.
REQ004940,Steven Thomas,AGT04325,Report Request,2021-04-11,,Escalated,Low,Saskatchewan,
REQ004941,Tiffany West,AGT09370,Ad-hoc Analysis,2022-01-25,,Escalated,Low,Manitoba,
REQ004942,Joshua Baker,AGT00774,Dashboard Update,2021-01-06,2021-01-13,Resolved,High,Alberta,Vel vel illum consectetur dolores sunt.
REQ004943,Anna Maddox,AGT00105,KPI Clarification,2021-02-04,2021-02-05,Resolved,Critical,Alberta,Animi inventore dolore accusamus iusto veniam perspiciatis.
REQ004944,Victor Martinez,AGT05351,Data Discrepancy,2023-08-14,,In Progress,High,Saskatchewan,
REQ004945,Janet Mcpherson,AGT08095,Data Discrepancy,2023-02-17,2023-03-01,Resolved,Medium,Quebec,Autem quod ad cumque eligendi fugit deserunt recusandae exercitationem eligendi.
REQ004946,Kelly Mitchell,AGT03229,Ad-hoc Analysis,2024-11-23,,In Progress,Low,Ontario,
REQ004947,Jasmine Zavala,AGT06390,Access Issue,2025-11-17,,In Progress,Medium,Quebec,
REQ004948,Tony Khan,AGT07844,Ad-hoc Analysis,2025-12-11,,Open,Critical,Saskatchewan,
REQ004949,Haley Vazquez,AGT00418,Dashboard Update,2025-07-17,,Escalated,Low,Alberta,
REQ004950,Caroline Brewer,AGT03701,Data Discrepancy,2022-04-06,,Escalated,Critical,Manitoba,
REQ004951,Isaac Gray,AGT02397,Dashboard Update,2024-06-16,,Escalated,Critical,Manitoba,
REQ004952,Blake Saunders,AGT07462,Data Discrepancy,2021-08-18,,In Progress,Critical,Manitoba,
REQ004953,Madison Sullivan MD,AGT09210,Report Request,2023-12-21,,Open,Low,Manitoba,
REQ004954,David Jones,AGT02662,KPI Clarification,2023-11-24,,Open,High,Manitoba,
REQ004955,Mary Smith,AGT09776,KPI Clarification,2022-12-16,,In Progress,Critical,Alberta,
REQ004956,Robert Owens,AGT06736,Data Discrepancy,2023-06-28,,In Progress,Critical,British Columbia,
REQ004957,Hector Rodriguez,AGT09014,Dashboard Update,2022-07-06,,Open,Critical,Alberta,
REQ004958,Michael Porter,AGT03429,Data Discrepancy,2024-03-18,,Escalated,Medium,Alberta,
REQ004959,Rachel Mcgee,AGT01911,Ad-hoc Analysis,2022-08-31,2022-09-18,Resolved,Medium,Saskatchewan,Accusamus quas adipisci eius iusto dolore corrupti.
REQ004960,Kimberly Harris,AGT03378,Data Discrepancy,2023-08-31,2023-09-10,Resolved,Medium,Quebec,Ad quasi animi error occaecati atque iure.
REQ004961,Amanda Taylor,AGT04576,KPI Clarification,2021-12-15,,Escalated,Critical,Manitoba,
REQ004962,Savannah Parks,AGT08663,Ad-hoc Analysis,2022-06-04,,In Progress,Medium,Saskatchewan,
REQ004963,Kelly Reynolds,AGT00861,Access Issue,2022-09-08,,Escalated,High,Ontario,
REQ004964,Christopher Patterson,AGT04017,KPI Clarification,2022-01-28,,Escalated,Low,Manitoba,
REQ004965,Charles Frank,AGT08371,KPI Clarification,2022-11-10,,In Progress,Medium,Quebec,
REQ004966,Lori Orozco,AGT03087,Ad-hoc Analysis,2022-02-08,2022-02-27,Resolved,Low,Manitoba,Saepe quo pariatur non.
REQ004967,Dorothy Smith,AGT04541,Report Request,2024-12-30,2025-01-25,Resolved,High,Quebec,Nesciunt recusandae distinctio dolores similique.
REQ004968,Joy Sanders,AGT09304,KPI Clarification,2024-12-28,,Escalated,Medium,Quebec,
REQ004969,Nicholas Garcia,AGT08985,Ad-hoc Analysis,2023-10-16,,Open,Medium,Manitoba,
REQ004970,Rachel Rios,AGT08936,Report Request,2025-04-25,,In Progress,Medium,Manitoba,
REQ004971,Paul Coleman,AGT03532,Access Issue,2023-09-06,2023-10-01,Resolved,Low,Quebec,Dolorum ducimus rem dicta nesciunt.
REQ004972,Elizabeth Weaver,AGT02288,Dashboard Update,2025-11-19,2025-12-17,Resolved,Critical,Quebec,Corrupti quia quaerat dicta soluta quos.
REQ004973,Christina Cowan,AGT08495,KPI Clarification,2025-11-27,,In Progress,Critical,Manitoba,
REQ004974,Larry Villarreal,AGT00691,KPI Clarification,2023-05-23,2023-06-10,Resolved,Critical,Quebec,Reiciendis dicta sint sapiente recusandae ad necessitatibus quos.
REQ004975,Hunter Nelson,AGT00695,Access Issue,2024-12-03,2024-12-12,Resolved,Medium,Alberta,Eligendi doloribus corporis laudantium nemo.
REQ004976,Brenda Cain,AGT08100,Dashboard Update,2024-04-13,,Escalated,High,Manitoba,
REQ004977,Michael Walsh,AGT04532,Data Discrepancy,2021-10-10,2021-10-12,Resolved,Low,Saskatchewan,Soluta at assumenda molestias ratione id.
REQ004978,Jessica Richards,AGT05694,Access Issue,2024-02-17,,Escalated,High,Manitoba,
REQ004979,Linda Young,AGT07906,Dashboard Update,2021-01-16,,In Progress,Medium,Ontario,
REQ004980,Charles Stanley,AGT03117,Data Discrepancy,2025-03-05,,In Progress,Critical,Ontario,
REQ004981,Steven Hebert,AGT04689,Data Discrepancy,2023-10-14,2023-11-04,Resolved,Low,British Columbia,Molestiae provident iusto incidunt necessitatibus.
REQ004982,Jamie James,AGT03204,Dashboard Update,2021-06-01,,Open,Medium,Alberta,
REQ004983,Christine Garrett,AGT05905,Ad-hoc Analysis,2024-12-03,2024-12-07,Resolved,Low,British Columbia,Cum amet error earum pariatur magni porro inventore porro cum.
REQ004984,Luis Ali,AGT01376,KPI Clarification,2021-11-03,2021-12-01,Resolved,Medium,Saskatchewan,Neque nihil eos alias dolorum alias reiciendis harum voluptatibus tempora.
REQ004985,Charles Roberts,AGT04981,Dashboard Update,2023-01-08,,In Progress,High,Alberta,
REQ004986,Jason Stevens,AGT04149,Report Request,2022-05-18,,Open,Low,Manitoba,
REQ004987,Richard Lewis,AGT06485,KPI Clarification,2025-05-24,,Open,Low,Ontario,
REQ004988,Benjamin Hancock,AGT09560,Dashboard Update,2024-02-10,,In Progress,Medium,Saskatchewan,
REQ004989,William Garcia,AGT06735,Access Issue,2022-08-09,,Escalated,Medium,British Columbia,
REQ004990,Jeffrey Coleman,AGT09977,Dashboard Update,2025-06-25,,In Progress,Critical,Ontario,
REQ004991,Valerie Sandoval,AGT09441,Data Discrepancy,2024-07-29,2024-08-19,Resolved,Medium,Saskatchewan,Quisquam maxime et mollitia labore iusto iusto.
REQ004992,Miguel Smith,AGT01111,Access Issue,2021-06-30,,Escalated,High,Saskatchewan,
REQ004993,Kevin Anderson,AGT02689,Dashboard Update,2022-05-08,2022-05-15,Resolved,Critical,Quebec,Sint ipsa hic explicabo voluptas.
REQ004994,Donna Morrison,AGT07009,Dashboard Update,2024-05-12,2024-05-16,Resolved,Medium,Manitoba,Perspiciatis cupiditate unde aliquid illo nesciunt dolorem ullam.
REQ004995,Phillip Hobbs,AGT01655,Access Issue,2021-11-23,2021-12-04,Resolved,Medium,Manitoba,Quasi sed porro eligendi facilis nam velit nostrum unde molestias temporibus.
REQ004996,Stephanie Davis,AGT06948,KPI Clarification,2022-05-18,,In Progress,Critical,Quebec,
REQ004997,Amy Villarreal,AGT04100,KPI Clarification,2023-11-10,2023-12-02,Resolved,Critical,Quebec,Quisquam alias delectus velit adipisci cumque.
REQ004998,Erin Pena,AGT03966,Data Discrepancy,2021-09-12,2021-10-07,Resolved,Low,Alberta,Officia eveniet deleniti deserunt tempore maxime iusto sapiente.
REQ004999,Kendra Hunter,AGT01620,Ad-hoc Analysis,2024-02-23,,In Progress,Medium,Saskatchewan,
REQ005000,Amanda Lewis,AGT00291,Report Request,2024-01-01,,In Progress,High,Ontario,
REQ005001,Jeremy Rojas,AGT05554,Report Request,2022-06-17,,Escalated,High,Ontario,
REQ005002,Susan May,AGT08682,Dashboard Update,2022-11-06,2022-11-16,Resolved,Low,Manitoba,Facere error praesentium officiis nemo eaque blanditiis quia occaecati hic.
REQ005003,Charles Young,AGT03494,Access Issue,2021-05-23,,In Progress,Medium,British Columbia,
REQ005004,John Avery,AGT01003,Data Discrepancy,2022-07-27,,In Progress,Low,Quebec,
REQ005005,Jonathan Martin,AGT05571,Report Request,2024-07-23,2024-08-09,Resolved,Medium,Alberta,Animi mollitia deserunt magni suscipit inventore.
REQ005006,Sara Rosales,AGT02227,Report Request,2024-02-29,,In Progress,Critical,Saskatchewan,
REQ005007,Brent Bradshaw,AGT02868,Data Discrepancy,2025-01-27,2025-02-21,Resolved,Critical,Quebec,Minima assumenda quia vitae dicta dolores.
REQ005008,Valerie Reid,AGT03360,Report Request,2023-08-18,2023-09-15,Resolved,Low,Quebec,Velit debitis eveniet rem minima cumque iure adipisci voluptates ea.
REQ005009,Joshua Walter,AGT05914,Ad-hoc Analysis,2021-08-14,2021-08-23,Resolved,Critical,Saskatchewan,Voluptates expedita similique dolores odit eum occaecati minima ad ducimus.
REQ005010,Dawn Farrell,AGT09340,Access Issue,2023-07-19,,In Progress,Medium,Quebec,
REQ005011,Jose Thompson,AGT05350,Ad-hoc Analysis,2025-12-19,,Escalated,Low,Ontario,
REQ005012,Joel Graves,AGT07788,KPI Clarification,2023-09-04,,Escalated,High,Ontario,
REQ005013,Brandon Rodriguez,AGT02825,Access Issue,2021-09-04,,Escalated,Medium,Manitoba,
REQ005014,Andrew Pearson,AGT00844,KPI Clarification,2025-08-04,,Escalated,Low,Alberta,
REQ005015,Michael Robinson,AGT04575,Ad-hoc Analysis,2025-04-10,,Open,Critical,Alberta,
REQ005016,David Reynolds,AGT02509,Access Issue,2023-03-18,,Escalated,Low,Quebec,
REQ005017,Madeline Chapman,AGT08608,KPI Clarification,2021-11-28,,Escalated,Low,Saskatchewan,
REQ005018,Cynthia Hatfield,AGT00144,Ad-hoc Analysis,2021-07-04,,Escalated,High,Alberta,
REQ005019,Victor Best,AGT01262,Ad-hoc Analysis,2023-07-16,,Open,High,Saskatchewan,
REQ005020,Isabella Mitchell,AGT07028,Access Issue,2021-04-05,2021-04-15,Resolved,Medium,Saskatchewan,Perspiciatis reprehenderit sunt esse maxime praesentium doloribus quam vero.
REQ005021,Tracy Thomas,AGT06701,Access Issue,2024-02-25,,Open,Low,Saskatchewan,
REQ005022,Shane Zavala,AGT08577,Ad-hoc Analysis,2024-10-17,,Open,High,Ontario,
REQ005023,David Fletcher,AGT06809,Report Request,2021-11-11,,Escalated,High,Saskatchewan,
REQ005024,Kaylee Jones,AGT02365,Report Request,2025-06-02,,Open,Low,Saskatchewan,
REQ005025,Pamela Bradshaw,AGT00544,Dashboard Update,2023-09-29,,Open,Medium,Ontario,
REQ005026,Lindsay Hensley,AGT08871,Ad-hoc Analysis,2022-08-15,,In Progress,High,Quebec,
REQ005027,Tyler Pham,AGT08237,Ad-hoc Analysis,2022-08-29,2022-09-28,Resolved,Critical,Manitoba,Libero harum repellendus quo consectetur odit hic.
REQ005028,Kendra Medina,AGT01697,Data Discrepancy,2022-04-28,,Escalated,Critical,Saskatchewan,
REQ005029,Brandy Hudson,AGT02695,KPI Clarification,2022-01-03,,Open,High,Saskatchewan,
REQ005030,Dawn Crosby,AGT03508,Data Discrepancy,2025-10-21,,Open,Medium,Manitoba,
REQ005031,Keith Francis,AGT07210,Ad-hoc Analysis,2024-06-23,,Open,High,Manitoba,
REQ005032,Patricia Rodriguez,AGT06694,KPI Clarification,2023-04-15,2023-05-07,Resolved,High,Alberta,Autem odio autem deserunt iusto.
REQ005033,Walter Lopez,AGT08358,Data Discrepancy,2023-01-22,,In Progress,Medium,Quebec,
REQ005034,Angela Horton DVM,AGT01235,Data Discrepancy,2025-08-24,,Open,High,Saskatchewan,
REQ005035,Renee Estrada,AGT03256,Dashboard Update,2023-11-03,2023-11-10,Resolved,Low,Saskatchewan,Molestias voluptas sint inventore consequuntur exercitationem cumque veniam esse.
REQ005036,Robert Porter,AGT01549,KPI Clarification,2022-12-11,,Open,Critical,British Columbia,
REQ005037,Michele Gallagher,AGT06803,KPI Clarification,2025-01-14,,Escalated,Critical,Manitoba,
REQ005038,John Howell,AGT01076,Ad-hoc Analysis,2025-10-16,,In Progress,Low,Ontario,
REQ005039,Austin Clark,AGT05661,Ad-hoc Analysis,2021-08-23,2021-09-21,Resolved,Low,Alberta,Delectus facilis rerum laudantium magnam ut reiciendis voluptates error.
REQ005040,Thomas Palmer,AGT01437,Report Request,2022-03-16,2022-03-20,Resolved,High,Alberta,Incidunt deserunt ipsam molestiae velit quasi sequi.
REQ005041,Carl Hunt,AGT00729,Access Issue,2023-09-30,,In Progress,Low,Alberta,
REQ005042,John Owens,AGT04403,Access Issue,2023-03-13,2023-03-20,Resolved,Medium,Manitoba,Eaque placeat veritatis assumenda cumque vel officiis facilis ex voluptas.
REQ005043,Christopher Smith,AGT09705,Ad-hoc Analysis,2024-12-09,2025-01-05,Resolved,Medium,Ontario,Libero velit laboriosam ducimus a possimus voluptas.
REQ005044,Larry Martinez,AGT04123,Access Issue,2024-09-03,2024-09-15,Resolved,Critical,Ontario,Modi ratione omnis facere fuga.
REQ005045,Christopher Thomas,AGT00900,Report Request,2025-03-28,2025-04-18,Resolved,Critical,Manitoba,Fugiat voluptate exercitationem ex animi labore natus sint.
REQ005046,Caroline Carlson,AGT07881,Access Issue,2022-01-03,,In Progress,Critical,British Columbia,
REQ005047,Tina Ewing,AGT09598,Ad-hoc Analysis,2023-06-11,,Escalated,Low,Ontario,
REQ005048,Nicholas Phillips,AGT09231,KPI Clarification,2024-03-31,2024-04-26,Resolved,Critical,Ontario,Sequi illo repellat neque amet blanditiis fuga.
REQ005049,Matthew Nguyen,AGT05965,Dashboard Update,2021-03-03,,Open,Critical,Saskatchewan,
REQ005050,Sean Powers,AGT02464,Access Issue,2025-04-20,2025-04-22,Resolved,Low,British Columbia,Minus nisi enim itaque maiores illo id ullam.
REQ005051,Crystal Dunn,AGT00642,Access Issue,2024-03-26,,Open,Medium,Quebec,
REQ005052,Gregory Torres,AGT05205,Data Discrepancy,2021-06-03,,Escalated,Low,Alberta,
REQ005053,Stephanie Weaver,AGT09673,Dashboard Update,2022-10-19,2022-11-14,Resolved,High,Quebec,Soluta possimus repellat officia ex tenetur.
REQ005054,Patricia Mcdaniel,AGT05958,Data Discrepancy,2024-04-13,2024-04-25,Resolved,Critical,Saskatchewan,Placeat necessitatibus consectetur neque et fuga natus.
REQ005055,Erika Harrington,AGT01690,Data Discrepancy,2021-05-07,,In Progress,Medium,Ontario,
REQ005056,Robert Williams,AGT01720,Access Issue,2025-01-30,,Escalated,Medium,Alberta,
REQ005057,Brenda Robbins,AGT03393,Dashboard Update,2022-03-25,,In Progress,Medium,British Columbia,
REQ005058,Daniel Novak,AGT05785,Report Request,2024-08-07,,Escalated,Low,Quebec,
REQ005059,Corey Clark,AGT02258,Report Request,2024-06-21,,Open,Low,Alberta,
REQ005060,Steve Patel,AGT04711,KPI Clarification,2024-11-25,,Open,Medium,British Columbia,
REQ005061,Colleen Taylor,AGT09146,Report Request,2024-10-07,,In Progress,High,British Columbia,
REQ005062,Cynthia Fletcher,AGT05443,Dashboard Update,2023-06-23,,Open,Medium,Manitoba,
REQ005063,Juan Long,AGT09006,Report Request,2023-06-02,2023-06-30,Resolved,High,Alberta,Harum hic sunt autem consequatur neque blanditiis assumenda veniam et.
REQ005064,Latasha Allen,AGT07730,Access Issue,2022-05-02,2022-05-24,Resolved,Low,British Columbia,Laudantium tempora vero adipisci vel aliquam nihil ipsam neque.
REQ005065,Brian Bailey,AGT02122,Report Request,2021-10-14,2021-10-15,Resolved,Medium,Ontario,Occaecati magnam corporis nihil at.
REQ005066,Brittany Boyd,AGT06088,Report Request,2022-01-06,2022-01-27,Resolved,Critical,Saskatchewan,Perferendis ullam alias alias cumque.
REQ005067,Lisa Lara,AGT06334,KPI Clarification,2021-03-16,,In Progress,Critical,British Columbia,
REQ005068,Andrew Meyer,AGT06164,Report Request,2025-02-02,2025-02-03,Resolved,High,British Columbia,Fugit consectetur quod blanditiis est adipisci tempore ratione.
REQ005069,Katelyn Ochoa,AGT00762,Ad-hoc Analysis,2023-04-27,2023-05-02,Resolved,High,Manitoba,Nihil nisi commodi iste ullam aut voluptatum in.
REQ005070,Angela Garcia,AGT07462,Dashboard Update,2024-03-18,,In Progress,Critical,Manitoba,
REQ005071,Marc Thomas,AGT01727,Dashboard Update,2021-08-01,,Open,Medium,Alberta,
REQ005072,Shawn Gomez,AGT09000,Data Discrepancy,2021-02-05,,Escalated,High,Quebec,
REQ005073,Jacqueline Li,AGT09365,Ad-hoc Analysis,2021-12-13,,Escalated,Low,Quebec,
REQ005074,Stephanie Johnson,AGT01081,Ad-hoc Analysis,2025-04-11,,Open,Low,Alberta,
REQ005075,Chris Gonzalez MD,AGT03970,Dashboard Update,2023-11-21,,Escalated,Critical,Alberta,
REQ005076,Keith Russell,AGT07765,Ad-hoc Analysis,2025-11-13,,Escalated,Medium,Ontario,
REQ005077,Mark Waller,AGT07873,Data Discrepancy,2024-09-13,,Open,High,British Columbia,
REQ005078,Stacy Aguirre,AGT01977,Ad-hoc Analysis,2022-09-04,,Open,Critical,Manitoba,
REQ005079,Felicia Jackson,AGT07818,Dashboard Update,2024-12-25,2025-01-09,Resolved,Medium,Manitoba,Adipisci reiciendis nesciunt voluptatum eligendi.
REQ005080,Bruce Yates,AGT01327,Ad-hoc Analysis,2025-07-28,2025-08-09,Resolved,Medium,British Columbia,Commodi deleniti qui laboriosam voluptas architecto.
REQ005081,Brianna Moyer,AGT03095,Ad-hoc Analysis,2021-03-16,,Open,Medium,Saskatchewan,
REQ005082,Michelle Chang,AGT07234,Access Issue,2024-01-14,2024-01-17,Resolved,Low,Ontario,Facilis sequi facilis quidem facere fugiat sequi alias deserunt sint.
REQ005083,Pamela Johnson,AGT03724,Data Discrepancy,2024-03-08,,In Progress,Critical,British Columbia,
REQ005084,Christina Lynch,AGT06476,Access Issue,2021-07-12,,Escalated,Low,Quebec,
REQ005085,Sandra Schmidt,AGT09398,Dashboard Update,2025-05-21,,Open,Medium,British Columbia,
REQ005086,Cristian Barker,AGT01904,Ad-hoc Analysis,2022-02-01,2022-02-12,Resolved,High,Ontario,Tenetur fugiat dicta esse temporibus repudiandae dolore assumenda minus optio.
REQ005087,Jamie Haley,AGT04050,Dashboard Update,2021-05-31,,Open,Critical,Manitoba,
REQ005088,Michelle Russell,AGT01262,Data Discrepancy,2023-06-17,,Open,Critical,Ontario,
REQ005089,George Edwards,AGT08204,Data Discrepancy,2024-07-13,,In Progress,High,Saskatchewan,
REQ005090,Dominique Burns,AGT06393,Data Discrepancy,2021-07-16,,Escalated,Critical,Saskatchewan,
REQ005091,Todd Levine,AGT05865,Dashboard Update,2024-07-29,2024-08-28,Resolved,High,British Columbia,Maiores tenetur ipsa minus nihil.
REQ005092,Beth Walton,AGT00268,Data Discrepancy,2022-06-14,2022-07-10,Resolved,Low,Ontario,Commodi ullam accusantium hic sint odio.
REQ005093,Kaylee Brewer,AGT05651,Dashboard Update,2025-05-13,,In Progress,Critical,British Columbia,
REQ005094,Michael Lara,AGT01837,Data Discrepancy,2023-08-02,,Open,High,Quebec,
REQ005095,Kevin Anderson,AGT01293,Ad-hoc Analysis,2021-04-23,2021-05-15,Resolved,Low,Ontario,Harum doloribus ad veritatis architecto corrupti.
REQ005096,Nicole May,AGT02072,Dashboard Update,2024-11-11,,In Progress,Critical,Manitoba,
REQ005097,Sarah Morales,AGT08355,Dashboard Update,2021-02-14,,Escalated,Low,Ontario,
REQ005098,Shelly Price,AGT01689,Access Issue,2022-04-11,,Open,Medium,Quebec,
REQ005099,Eric Evans,AGT06898,Data Discrepancy,2021-12-07,,In Progress,High,Manitoba,
REQ005100,Amy Clayton,AGT04324,Ad-hoc Analysis,2021-04-07,,Open,Critical,Manitoba,
REQ005101,Matthew Kane,AGT00776,Access Issue,2022-11-12,2022-12-10,Resolved,Low,Alberta,Enim culpa perspiciatis quia consectetur occaecati.
REQ005102,Christopher Martin,AGT06625,Data Discrepancy,2023-02-17,2023-02-17,Resolved,High,Saskatchewan,Quia nulla porro ipsam repellat.
REQ005103,Emily Doyle,AGT02213,Data Discrepancy,2021-04-11,,Open,Critical,Ontario,
REQ005104,Stacy Lewis,AGT01341,Ad-hoc Analysis,2022-02-27,,Escalated,High,Manitoba,
REQ005105,Samantha Brown,AGT09759,Access Issue,2022-02-07,,In Progress,Low,Quebec,
REQ005106,Mary Schwartz,AGT00650,Access Issue,2024-07-07,2024-07-17,Resolved,High,Manitoba,Veritatis quia laboriosam quis consequatur amet voluptatum illo dolorum animi illo.
REQ005107,James Davila,AGT06998,Access Issue,2024-10-13,2024-10-21,Resolved,High,Manitoba,Sequi at culpa nihil nulla qui aspernatur libero quisquam voluptates.
REQ005108,Miss Beth Rhodes MD,AGT02315,Ad-hoc Analysis,2022-02-01,,In Progress,Critical,Alberta,
REQ005109,Angela Brown,AGT04510,Access Issue,2024-09-16,2024-09-21,Resolved,Low,Manitoba,Assumenda eaque ab doloremque voluptatem animi.
REQ005110,William Coleman,AGT05376,Ad-hoc Analysis,2022-10-06,,Escalated,Medium,Alberta,
REQ005111,Timothy White DVM,AGT03853,Report Request,2021-02-24,2021-03-02,Resolved,Medium,Quebec,Doloremque natus inventore nostrum quo.
REQ005112,Christopher Walker,AGT03886,Access Issue,2023-08-14,,Escalated,High,British Columbia,
REQ005113,Hannah Patrick,AGT07104,Ad-hoc Analysis,2021-10-17,,In Progress,High,Manitoba,
REQ005114,Jenna Davenport,AGT01040,Access Issue,2022-07-22,,Escalated,Medium,Alberta,
REQ005115,Jennifer Berry,AGT02561,Access Issue,2025-06-15,,Open,Critical,Alberta,
REQ005116,Jesus Atkinson,AGT01623,Data Discrepancy,2024-10-16,,Escalated,Low,Alberta,
REQ005117,Cathy Carey,AGT05556,KPI Clarification,2025-12-03,,Escalated,High,Manitoba,
REQ005118,Erika Garza,AGT07531,Access Issue,2024-06-13,2024-06-13,Resolved,Low,British Columbia,Doloribus necessitatibus tempore dolorem nihil.
REQ005119,James Carlson,AGT01496,Data Discrepancy,2025-06-05,2025-06-18,Resolved,Critical,British Columbia,Esse ratione eum sequi magnam amet quod minus.
REQ005120,Sarah Sharp,AGT02889,Dashboard Update,2023-09-18,,In Progress,Medium,Manitoba,
REQ005121,Kelly Wang,AGT01756,Access Issue,2024-07-19,,In Progress,High,Quebec,
REQ005122,Brian Hughes,AGT09153,Dashboard Update,2022-08-04,,Open,Critical,Quebec,
REQ005123,David Diaz,AGT00884,Dashboard Update,2022-10-09,,Open,Low,Quebec,
REQ005124,Hannah Estes,AGT06917,Ad-hoc Analysis,2024-09-20,,Open,Critical,Saskatchewan,
REQ005125,Justin Brown,AGT00456,Access Issue,2023-11-06,,Open,Critical,Alberta,
REQ005126,Joyce Clark,AGT01564,KPI Clarification,2024-12-11,,Open,Medium,Ontario,
REQ005127,Sandra Ryan,AGT09020,Data Discrepancy,2024-02-10,,In Progress,Low,British Columbia,
REQ005128,Steve Jackson,AGT09444,Dashboard Update,2025-09-10,,Open,Low,British Columbia,
REQ005129,Joseph French,AGT06353,Access Issue,2025-06-28,2025-07-26,Resolved,Critical,Quebec,Aliquid dicta aspernatur nisi corporis laudantium officia consequatur recusandae voluptatibus.
REQ005130,Robert Ayers,AGT05857,Dashboard Update,2024-03-02,,In Progress,Medium,British Columbia,
REQ005131,Caroline Stewart,AGT06585,Ad-hoc Analysis,2024-02-15,,Escalated,Low,Saskatchewan,
REQ005132,Sarah Wiley,AGT04838,Data Discrepancy,2021-12-11,,Open,Low,Alberta,
